onset	duration	trial_type
16	10	3D_object-solid
36	10	2D_scene
56	10	2D_face
76	10	2D_body-part
96	10	2D_object-solid
116	10	3D_face
136	10	2D_object-scrambled
156	10	3D_scene
176	10	3D_body-part
196	10	3D_object-scrambled
216	10	2D_body-part
236	10	2D_face
256	10	2D_scene
276	10	3D_object-scrambled
296	10	3D_face
316	10	2D_object-solid
336	10	3D_body-part
356	10	3D_scene
376	10	3D_object-solid
396	10	2D_object-scrambled
