onset	duration	trial_type
16	10	2D_face
36	10	2D_body-part
56	10	3D_scene
76	10	3D_object-solid
96	10	3D_face
116	10	3D_object-scrambled
136	10	2D_object-solid
156	10	2D_scene
176	10	2D_object-scrambled
196	10	3D_body-part
216	10	3D_face
236	10	2D_object-solid
256	10	3D_body-part
276	10	3D_object-scrambled
296	10	2D_face
316	10	3D_scene
336	10	2D_body-part
356	10	3D_object-solid
376	10	2D_object-scrambled
396	10	2D_scene
