onset	duration	trial_type
16	10	3D_scene
36	10	2D_face
56	10	2D_scene
76	10	3D_object-scrambled
96	10	3D_object-solid
116	10	2D_object-scrambled
136	10	3D_body-part
156	10	3D_face
176	10	2D_body-part
196	10	2D_object-solid
216	10	2D_scene
236	10	2D_object-solid
256	10	3D_body-part
276	10	2D_object-scrambled
296	10	2D_face
316	10	3D_object-solid
336	10	3D_face
356	10	3D_object-scrambled
376	10	3D_scene
396	10	2D_body-part
