onset	duration	trial_type
16	10	2D_face
36	10	3D_body-part
56	10	3D_scene
76	10	3D_object-scrambled
96	10	2D_object-solid
116	10	2D_object-scrambled
136	10	2D_scene
156	10	3D_object-solid
176	10	2D_body-part
196	10	3D_face
216	10	2D_object-solid
236	10	3D_scene
256	10	3D_face
276	10	3D_object-scrambled
296	10	2D_body-part
316	10	2D_object-scrambled
336	10	2D_face
356	10	2D_scene
376	10	3D_body-part
396	10	3D_object-solid
