onset	duration	trial_type
16	10	2D_face
36	10	2D_scene
56	10	2D_object-scrambled
76	10	3D_body-part
96	10	3D_object-scrambled
116	10	3D_face
136	10	2D_object-solid
156	10	3D_scene
176	10	3D_object-solid
196	10	2D_body-part
216	10	2D_scene
236	10	3D_face
256	10	3D_body-part
276	10	2D_object-solid
296	10	2D_object-scrambled
316	10	3D_object-solid
336	10	2D_face
356	10	3D_object-scrambled
376	10	3D_scene
396	10	2D_body-part
