onset	duration	trial_type
16	10	3D_face
36	10	3D_scene
56	10	2D_object-scrambled
76	10	2D_body-part
96	10	3D_object-scrambled
116	10	2D_face
136	10	2D_object-solid
156	10	3D_body-part
176	10	3D_object-solid
196	10	2D_scene
216	10	2D_body-part
236	10	3D_scene
256	10	2D_object-solid
276	10	2D_object-scrambled
296	10	2D_scene
316	10	3D_face
336	10	3D_object-scrambled
356	10	3D_object-solid
376	10	2D_face
396	10	3D_body-part
