onset	duration	trial_type
16	10	3D_object-scrambled
36	10	2D_object-solid
56	10	3D_face
76	10	2D_body-part
96	10	2D_scene
116	10	2D_face
136	10	3D_scene
156	10	2D_object-scrambled
176	10	3D_body-part
196	10	3D_object-solid
216	10	3D_scene
236	10	3D_body-part
256	10	3D_face
276	10	2D_object-solid
296	10	2D_body-part
316	10	2D_object-scrambled
336	10	2D_scene
356	10	3D_object-solid
376	10	3D_object-scrambled
396	10	2D_face
