onset	duration	trial_type
16	10	2D_scene
36	10	3D_body-part
56	10	3D_object-scrambled
76	10	3D_face
96	10	2D_body-part
116	10	2D_object-solid
136	10	2D_object-scrambled
156	10	3D_scene
176	10	2D_face
196	10	3D_object-solid
216	10	3D_scene
236	10	3D_object-solid
256	10	3D_body-part
276	10	2D_face
296	10	3D_object-scrambled
316	10	2D_object-solid
336	10	3D_face
356	10	2D_scene
376	10	2D_object-scrambled
396	10	2D_body-part
