onset	duration	trial_type
16	10	2D_face
36	10	3D_object-scrambled
56	10	3D_face
76	10	3D_scene
96	10	2D_body-part
116	10	2D_object-solid
136	10	2D_object-scrambled
156	10	3D_body-part
176	10	2D_scene
196	10	3D_object-solid
216	10	3D_scene
236	10	2D_object-scrambled
256	10	2D_object-solid
276	10	2D_body-part
296	10	3D_face
316	10	3D_body-part
336	10	3D_object-scrambled
356	10	2D_scene
376	10	2D_face
396	10	3D_object-solid
