onset	duration	trial_type
16	10	2D_object-scrambled
36	10	2D_object-solid
56	10	3D_object-scrambled
76	10	2D_face
96	10	3D_body-part
116	10	3D_object-solid
136	10	3D_face
156	10	3D_scene
176	10	2D_body-part
196	10	2D_scene
216	10	2D_object-scrambled
236	10	3D_body-part
256	10	3D_face
276	10	2D_object-solid
296	10	2D_scene
316	10	3D_object-solid
336	10	2D_body-part
356	10	3D_object-scrambled
376	10	3D_scene
396	10	2D_face
