onset	duration	trial_type
16	10	3D_scene
36	10	3D_object-solid
56	10	2D_body-part
76	10	2D_face
96	10	2D_object-solid
116	10	3D_face
136	10	3D_object-scrambled
156	10	3D_body-part
176	10	2D_object-scrambled
196	10	2D_scene
216	10	2D_face
236	10	3D_scene
256	10	3D_body-part
276	10	2D_scene
296	10	3D_object-scrambled
316	10	2D_object-solid
336	10	2D_object-scrambled
356	10	3D_face
376	10	2D_body-part
396	10	3D_object-solid
