onset	duration	trial_type
16	10	3D_object-scrambled
36	10	2D_body-part
56	10	2D_object-solid
76	10	2D_scene
96	10	2D_face
116	10	2D_object-scrambled
136	10	3D_scene
156	10	3D_body-part
176	10	3D_face
196	10	3D_object-solid
216	10	3D_object-scrambled
236	10	3D_object-solid
256	10	2D_face
276	10	2D_body-part
296	10	3D_scene
316	10	2D_object-solid
336	10	3D_body-part
356	10	2D_object-scrambled
376	10	3D_face
396	10	2D_scene
