onset	duration	trial_type
16	10	2D_scene
36	10	3D_body-part
56	10	3D_object-solid
76	10	3D_scene
96	10	3D_face
116	10	2D_body-part
136	10	2D_object-scrambled
156	10	2D_face
176	10	2D_object-solid
196	10	3D_object-scrambled
216	10	2D_body-part
236	10	2D_scene
256	10	3D_object-scrambled
276	10	3D_object-solid
296	10	2D_face
316	10	3D_scene
336	10	2D_object-solid
356	10	3D_body-part
376	10	3D_face
396	10	2D_object-scrambled
