onset	duration	trial_type
16	10	2D_object-scrambled
36	10	3D_body-part
56	10	3D_face
76	10	3D_object-solid
96	10	2D_face
116	10	2D_body-part
136	10	2D_scene
156	10	2D_object-solid
176	10	3D_scene
196	10	3D_object-scrambled
216	10	2D_object-solid
236	10	3D_body-part
256	10	3D_object-solid
276	10	3D_object-scrambled
296	10	2D_scene
316	10	3D_face
336	10	2D_object-scrambled
356	10	2D_face
376	10	3D_scene
396	10	2D_body-part
