onset	duration	trial_type
16	10	3D_scene
36	10	2D_face
56	10	3D_object-solid
76	10	3D_object-scrambled
96	10	2D_body-part
116	10	2D_scene
136	10	2D_object-solid
156	10	3D_body-part
176	10	3D_face
196	10	2D_object-scrambled
216	10	2D_object-solid
236	10	3D_scene
256	10	3D_object-scrambled
276	10	2D_scene
296	10	3D_body-part
316	10	2D_object-scrambled
336	10	2D_face
356	10	2D_body-part
376	10	3D_object-solid
396	10	3D_face
