onset	duration	trial_type
16	10	2D_object-scrambled
36	10	2D_scene
56	10	3D_object-solid
76	10	3D_face
96	10	3D_object-scrambled
116	10	2D_face
136	10	2D_object-solid
156	10	2D_body-part
176	10	3D_scene
196	10	3D_body-part
216	10	3D_object-solid
236	10	2D_object-scrambled
256	10	3D_body-part
276	10	3D_face
296	10	2D_body-part
316	10	3D_object-scrambled
336	10	2D_object-solid
356	10	2D_scene
376	10	2D_face
396	10	3D_scene
